公司名称,统一社会信用代码,注册地址,企业主表所属城市,高德返回格式化地址,高德返回省,高德返回市,高德返回区县,adcode,经度,纬度,level,高德状态,高德信息,返回条数
深圳市亿航东方低空经济产业私募股权投资基金合伙企业（有限合伙）,91440300MAK0Y18U8Q,深圳市龙华区龙华街道富康社区清泉路7号C单元C803,深圳市,广东省深圳市龙华区龙华街道富康社区清泉路7号c单元,广东省,深圳市,龙华区,440309,114.038875,22.657621,小巷,1,OK,2
广东光海光伏建筑发展有限公司,91440403MA54B10X2U,珠海市斗门区白藤一路华丰一区1号201房,珠海市,广东省珠海市斗门区白藤一路华丰一区1号,广东省,珠海市,斗门区,440403,113.355904,22.145539,门址,1,OK,1
珠海光恒科技有限公司,91440400MA4WAGEK48,珠海市香洲区永南路388号2栋201房,珠海市,广东省珠海市香洲区,广东省,珠海市,香洲区,440402,113.543372,22.265635,区县,1,OK,1
软通智慧科技有限公司,91420111MA4KU4X662,深圳市罗湖区东门街道城东社区深南东路2028号罗湖商务中心401,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东中维智泊停车服务有限公司,91440300MA5ECU911U,广东省佛山市顺德区大良街道办事处近良居委会新桂南路20号221室,佛山市,广东省佛山市顺德区大良街道近良居委会新桂南路20号,广东省,佛山市,顺德区,440606,113.271781,22.818451,门址,1,OK,3
中运科技股份有限公司,91440101550593664J,广州市天河区珠江西路15号5702室（部位：A）5701室,广州市,广东省广州市天河区珠江西路15号楼,广东省,广州市,天河区,440106,113.344966,23.148595,门址,1,OK,3
广州鑫凌耀科技有限公司,91440106MA9YCEK48X,广州市海珠区桥头大街228号之三4040,广州市,广东省广州市海珠区桥头大街228号,广东省,广州市,海珠区,440105,113.371460,23.088800,门址,1,OK,1
零界科技（深圳）有限责任公司,91440300MAEBRARGXN,深圳市南山区南山街道南山社区华联商务中心T3栋写字楼701,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
鹏有（深圳）飞行科技有限公司,91440300MADFXNP223,深圳市光明区凤凰街道东坑社区光明凤凰广场3栋1201,深圳市,广东省深圳市光明区凤凰街道东坑社区光明凤凰广场,广东省,深圳市,光明区,440311,113.933006,22.742423,兴趣点,1,OK,2
广东霄瞰低空智能科技有限公司,91441900MAEKQ0Y25A,广东省东莞市大岭山镇大岭山金山二街12号101室,东莞市,广东省东莞市大岭山镇大岭山街道金山二街,广东省,东莞市,,441900,114.135699,22.859787,道路,1,OK,3
中科（深圳）数字资本集团有限公司,91440300MA5GM8DJ0J,深圳市南山区粤海街道高新区社区科技南八路2号豪威科技大厦1178,深圳市,广东省深圳市南山区粤海街道高新区社区科技南八道2号豪威科技大厦,广东省,深圳市,南山区,440305,113.952490,22.533516,兴趣点,1,OK,1
深圳市德孚力奥科技有限公司,91440300MA5EYAYG9U,深圳市坪山区龙田街道竹坑社区翠景路37号坪山城投智园C栋C1101,深圳市,广东省深圳市坪山区坪山区龙田街道竹坑社区翠景路坪山城投智园(公交站),广东省,深圳市,坪山区,440310,114.387741,22.712276,公交地铁站点,1,OK,2
深圳市倍联德实业有限公司,9144030033538400X2,深圳市龙岗区坂田街道南坑社区雅宝路1号星河WORLDF栋大厦901906B-913,深圳市,广东省深圳市龙岗区坂田街道南坑社区街道星河worldf栋大厦,广东省,深圳市,龙岗区,440307,114.061489,22.602324,小巷,1,OK,1
琴航（广东横琴）科技有限公司,91440003MAE5CRDL01,珠海市横琴新区环岛北路2515号2单元708-2,珠海市,广东省珠海市香洲区横琴新区环岛北路1680号,广东省,珠海市,香洲区,440402,113.460022,22.124751,门牌号,1,OK,1
深圳市大疆灵眸科技有限公司,914403000589938852,深圳市南山区西丽街道西丽社区仙元路55号大疆天空之城T1-23F-S11,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市大疆创新科技有限公司,914403007954257495,深圳市南山区西丽街道西丽社区仙元路53号大疆天空之城T2大堂,深圳市,广东省深圳市南山区西丽街道西丽社区大疆天空之城,广东省,深圳市,南山区,440305,113.942888,22.577473,兴趣点,1,OK,1
深圳市道通智能航空技术股份有限公司,91440300306077254B,深圳市前海深港合作区南山街道桂湾五路128号基金小镇基金9米商业平台29-24（一照多址企业）,深圳市,广东省深圳市南山区前海南山街道桂湾基金小镇,广东省,深圳市,南山区,440305,113.904625,22.529312,乡镇,1,OK,1
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,深圳市宝安区航城街道草围社区深圳机场航站四路1111号顺丰华南转运中心综合楼六层,深圳市,广东省深圳市宝安区航城街道草围街道新和社区航站四路1111号,广东省,深圳市,宝安区,440306,113.832804,22.620869,门址,1,OK,3
深圳联合飞机科技有限公司,914403003116581250,深圳市龙岗区园山街道大康社区联合飞机大厦2栋厂房101,深圳市,广东省深圳市龙岗区园山街道大康社区联合飞机大厦,广东省,深圳市,龙岗区,440307,114.235163,22.653903,兴趣点,1,OK,1
美团科技有限公司,91440300MA5G0YNU5T,深圳市龙华区民治街道北站社区汇隆商务中心2号楼1103,深圳市,广东省深圳市龙华区民治街道北站社区HBC汇隆中心2号楼,广东省,深圳市,龙华区,440309,114.032900,22.611134,门址,1,OK,1
顺丰科技有限公司,91440300687582704U,深圳市南山区学府路（以南）与白石路（以东）交汇处深圳市软件产业基地1栋B座6-13层,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
比亚迪股份有限公司,91440300192317458F,深圳市大鹏新区葵涌街道延安路一号,深圳市,广东省深圳市龙岗区葵涌街道延安路1-3号,广东省,深圳市,龙岗区,440307,114.435752,22.632647,门址,1,OK,3
华为技术有限公司,914403001922038216,深圳市龙岗区坂田华为总部办公楼,深圳市,广东省深圳市龙岗区,广东省,深圳市,龙岗区,440307,114.246884,22.720889,区县,1,OK,1
深圳市科卫泰实业发展有限公司,91440300279392266B,深圳市宝安区西乡鹤洲恒丰工业城C3栋二层,深圳市,广东省深圳市宝安区西乡镇鹤洲恒丰工业城c3栋,广东省,深圳市,宝安区,440306,113.868657,22.631012,门址,1,OK,1
深圳市好盈科技股份有限公司,914403007787549030,深圳市龙岗区宝龙街道宝龙社区诚信路8号亚森工业厂区4号厂房101-402,深圳市,广东省深圳市龙岗区宝龙街道宝龙社区诚信路8号亚森工业厂区4号,广东省,深圳市,龙岗区,440307,114.280694,22.684798,门址,1,OK,1
广州极飞科技股份有限公司,91440106593721849Y,广州市黄埔区新瑞路9号1号楼101房,广州市,广东省广州市黄埔区新瑞路9号,广东省,广州市,黄埔区,440112,113.480754,23.159317,门址,1,OK,2
广州中科云图智能科技有限公司,91440101MA59P95W94,广州市海珠区新港东路2429号五层518房（仅限办公）,广州市,广东省广州市海珠区新港东路2429号,广东省,广州市,海珠区,440105,113.399803,23.094168,门址,1,OK,2
广州亿航智能技术有限公司,91440106304742759X,广州市天河区思成路35号1单元801-110室,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东汇天航空航天科技有限公司,91440101MA9W1BQA5Y,广州市天河区岑村丰庄大街8号8层801室,广州市,广东省广州市天河区岑村丰庄大街,广东省,广州市,天河区,440106,113.381784,23.159138,道路,1,OK,3
广东电网有限责任公司,91440000730486030B,广州市越秀区东风东路757号,广州市,广东省广州市越秀区东风东路757号,广东省,广州市,越秀区,440104,113.308520,23.132286,门址,1,OK,2
广东电网有限责任公司广州供电局,91440101734916755P,广州市天河区天河南二路2号,广州市,广东省广州市天河区天河南二路2号,广东省,广州市,天河区,440106,113.329518,23.131384,门址,1,OK,2
南方电网通用航空服务有限公司,91530000MA6MYLGN0A,广州市南沙区横沥镇明珠一街1号404房A207（仅限办公）,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广州市华科尔科技股份有限公司,91440115734926603P,广州市南沙区东涌镇太石工业区,广州市,广东省广州市南沙区东涌镇太石工业区,广东省,广州市,南沙区,440115,113.402701,22.890164,住宅区,1,OK,1
珠海市双捷科技有限公司,914404000684993620,珠海市香洲区福田路18号1栋1层103-257室（集中办公区）,珠海市,广东省珠海市香洲区福田路18号,广东省,珠海市,香洲区,440402,113.502710,22.292001,门址,1,OK,2
珠海紫燕无人飞行器有限公司,91440400304050613H,珠海市高新区唐家湾镇科技七路1号2栋101单元,珠海市,广东省珠海市香洲区唐家湾镇科技七路1号2栋,广东省,珠海市,香洲区,440402,113.561860,22.394240,小巷,1,OK,3
珠海安擎科技有限公司,91440402MA7F2J5E28,珠海市香洲区旅游路168号（梅溪商业广场B座）云溪谷数字产业园5层5-214（集中办公区）,珠海市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,广东省佛山市顺德区杏坛镇顺业西路17号,佛山市,广东省佛山市顺德区杏坛镇顺业西路,广东省,佛山市,顺德区,440606,113.200811,22.754777,道路,1,OK,3
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,佛山市南海区桂城街道金科路6号粤港金融科技园1座二楼（住所申报）,佛山市,广东省佛山市南海区桂城街道住所申报,广东省,佛山市,南海区,440605,113.095075,23.062075,兴趣点,1,OK,2
广东电网有限责任公司东莞供电局,914419007385933083,广东省东莞市东城街道东城路东城段239号,东莞市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
南方电网电力科技股份有限公司,91440000190345797E,广州市越秀区西华路捶帽新街1-3号华业大厦附楼501-503室（不可作厂房使用）,广州市,广东省广州市越秀区西华路捶帽新街1-3号华业大厦,广东省,广州市,越秀区,440104,113.248567,23.131838,兴趣点,1,OK,2
哈瓦国际航空技术(深圳)有限公司,91440300319491403H,深圳市龙华新区观澜石马径社区新湖路28号A栋厂房1楼南侧、4楼A区及5楼,深圳市,广东省深圳市龙华区龙华新区观澜石马径新湖北街28号,广东省,深圳市,龙华区,440309,114.090797,22.714826,门址,1,OK,2
深城交科技集团股份有限公司,91440300671877217N,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦1栋1101,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
亿航智能设备有限公司,91440116MA59AB9P0B,广州市黄埔区东江大道118号,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
