主导申请人名称,统一社会信用代码,申请人城市,当前权利人,专利数,IPC主分类号数,首次申请年份,最近申请年份,主体类型判断,是否广东样本城市,是否头部关键词命中,推荐补录优先级,补录建议
华能吉林发电有限公司,91220101664284026T; 9111000071782666XW; 91220821MA1475X12R,长春,华能吉林发电有限公司; 中国华能集团清洁能源技术研究院有限公司; 华能吉林发电有限公司镇赉风电厂,11,7,2024,2024,企业,否,否,P2-优先补录,建议补录进企业主表
国网江苏省电力有限公司泰州供电分公司,91321200834792016A,泰州,国网江苏省电力有限公司泰州供电分公司,11,7,2021,2024,企业,否,否,P2-优先补录,建议补录进企业主表
重庆古思特商业管理有限公司,915002263396249206,重庆,重庆古思特商业管理有限公司,11,6,2015,2015,企业,否,否,P2-优先补录,建议补录进企业主表
酷黑科技(北京)有限公司,91110114MA009DUH1H; 12100000400009127B,北京,酷黑科技(北京)有限公司; 北京理工大学,10,10,2017,2019,企业,否,否,P2-优先补录,建议补录进企业主表
上海时的科技有限公司,91310117MA1J57FP2R,上海,上海时的科技有限公司,10,9,2021,2024,企业,否,否,P2-优先补录,建议补录进企业主表
中国建筑第八工程局有限公司,9131000063126503X1,上海,中国建筑第八工程局有限公司,10,9,2020,2024,企业,否,否,P2-优先补录,建议补录进企业主表
中航金城无人系统有限公司,91320104MA1YHKMR8C,南京,中航金城无人系统有限公司,10,9,2020,2024,企业,否,否,P2-优先补录,建议补录进企业主表
无锡广盈集团有限公司,91320200250540560R,无锡,无锡广盈集团有限公司,10,9,2022,2024,企业,否,否,P2-优先补录,建议补录进企业主表
国网青海省电力公司海北供电公司,91632223226980400H; 91630000226581557H,海北,国网青海省电力公司海北供电公司; 国网青海省电力公司,10,8,2023,2024,企业,否,否,P2-优先补录,建议补录进企业主表
航宇救生装备有限公司,91420600757006447N,襄阳,航宇救生装备有限公司,10,8,2020,2024,企业,否,否,P2-优先补录,建议补录进企业主表
南昌三瑞智能科技股份有限公司,91360104696053281E,南昌,南昌三瑞智能科技股份有限公司,10,7,2022,2024,企业,否,否,P2-优先补录,建议补录进企业主表
国网安徽省电力有限公司淮南供电公司,913404008502203927,淮南,国网安徽省电力有限公司淮南供电公司,10,5,2024,2024,企业,否,否,P2-优先补录,建议补录进企业主表
华软科技股份有限公司,,沈阳,华软科技股份有限公司,9,9,2019,2024,企业,否,否,P3-候选观察,建议补录进企业主表
国网河南省电力公司濮阳供电公司,914109007822012280,濮阳,国网河南省电力公司濮阳供电公司,9,8,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
星逻智能科技(苏州)有限公司,91320594MA1PXP173G,苏州,星逻智能科技(苏州)有限公司,9,8,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
湖南中图通无人机技术有限责任公司,91430103MA7AGDDA64,长沙,湖南中图通无人机技术有限责任公司,9,8,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
盐城辉空科技有限公司,,盐城,盐城辉空科技有限公司; 株式会社爱隆未来,9,8,2017,2024,企业,否,否,P3-候选观察,建议补录进企业主表
苏州佳世达电通有限公司,913205056082348768;,苏州,苏州佳世达电通有限公司; 佳世达科技股份有限公司,9,8,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京数易科技有限公司,91110108MA001NHH29,北京,北京数易科技有限公司,9,7,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
国网湖北省电力有限公司超高压公司,914200007070902733; 91420000722033752N,武汉,国网湖北省电力有限公司超高压公司; 湖北省超能电力有限责任公司,9,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
西安天成益邦电子科技有限公司,916101316686589370,西安,西安天成益邦电子科技有限公司,9,7,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中国长江电力股份有限公司,91110000710930405L,武汉,中国长江电力股份有限公司,9,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京锐士装备科技有限公司,91110107MA004KPJ82,北京,北京锐士装备科技有限公司,9,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
南京太司德智能科技有限公司,91320115MA1TC8LC4A,南京,南京太司德智能科技有限公司,9,6,2018,2022,企业,否,否,P3-候选观察,建议补录进企业主表
蜂巢航宇科技(北京)有限公司,911101083443839146,北京,蜂巢航宇科技(北京)有限公司,9,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
重庆赛力斯凤凰智创科技有限公司,91500107MAD9PYY39E,重庆,重庆赛力斯凤凰智创科技有限公司,9,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
云南电网有限责任公司怒江供电局,91533321778580667U,怒江,云南电网有限责任公司怒江供电局,9,5,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中电莱斯信息系统有限公司,91320100MA1WEBQC80,南京,中电莱斯信息系统有限公司,8,8,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
云南电网有限责任公司玉溪供电局,91530400217660202R,玉溪,云南电网有限责任公司玉溪供电局,8,8,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京煜邦电力技术股份有限公司,9111011410269391XD,北京,北京煜邦电力技术股份有限公司,8,8,2019,2024,企业,否,否,P3-候选观察,建议补录进企业主表
国网浙江省电力有限公司宁波供电公司,9133020014405899XH,宁波,国网浙江省电力有限公司宁波供电公司,8,8,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
安徽智鸥驱动科技有限公司,91340522MA8LH3K765,马鞍山,安徽智鸥驱动科技有限公司,8,8,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
襄阳宏伟航空器有限责任公司,914206007308426642,襄阳,襄阳宏伟航空器有限责任公司,8,8,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
长城汽车股份有限公司,91130000105941835E,保定,长城汽车股份有限公司,8,8,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中科方寸知微(南京)科技有限公司,91320115MA22J8W446,南京,中科方寸知微(南京)科技有限公司,8,7,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中移(成都)信息通信科技有限公司,91510100MA6B1YUJ2M; 911100007109250324,成都,中移(成都)信息通信科技有限公司; 中国移动通信集团有限公司,8,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
厦门精图信息技术有限公司,913502007054236447,厦门,厦门精图信息技术有限公司,8,7,2018,2022,企业,否,否,P3-候选观察,建议补录进企业主表
广东电网有限责任公司肇庆供电局,914412001952813907,肇庆,广东电网有限责任公司肇庆供电局,8,7,2020,2023,企业,否,否,P3-候选观察,建议补录进企业主表
德阳经开智航科技有限公司,91510600MACX84XC1F,德阳,德阳经开智航科技有限公司,8,7,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
成都时代星光科技有限公司,9151010075283979XC,成都,成都时代星光科技有限公司,8,7,2021,2023,企业,否,否,P3-候选观察,建议补录进企业主表
泉州云卓科技有限公司,91350503MA2XP8T462,泉州,泉州云卓科技有限公司,8,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
西安辰航卓越科技有限公司,91610131MABPM1D21D,西安,西安辰航卓越科技有限公司,8,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
上海特金信息科技有限公司,91310000756100239P,上海,上海特金信息科技有限公司,8,6,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京氢源智能科技有限公司,91110108MA04CLW74L,北京,北京氢源智能科技有限公司,8,6,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京领云时代科技有限公司,91110108MA01A56Q7Y,北京,北京领云时代科技有限公司,8,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
广西北投交通养护科技集团有限公司,91450100723093044A,南宁,广西北投交通养护科技集团有限公司,8,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
成都数航科技有限公司,91510100MA7EAWP11F,成都,成都数航科技有限公司,8,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
西安爱生技术集团有限公司,91610131220630805G; 12100000435231705W,西安,西安爱生技术集团有限公司; 西北工业大学,8,6,2021,2023,企业,否,否,P3-候选观察,建议补录进企业主表
中国建筑第二工程局有限公司,91110000100024296D,北京,中国建筑第二工程局有限公司,7,7,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中电信数智科技有限公司,91110000710928807K,北京,中电信数智科技有限公司,7,7,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中铁第一勘察设计院集团有限公司,91610000224338828L,西安,中铁第一勘察设计院集团有限公司,7,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京清航紫荆装备科技有限公司,91110108MA001GL774,北京,北京清航紫荆装备科技有限公司,7,7,2018,2024,企业,否,否,P3-候选观察,建议补录进企业主表
宁波翼新智能科技有限公司,91330205MA2KNTT67W,宁波,宁波翼新智能科技有限公司,7,7,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
西安京东天鸿科技有限公司,91610138MA6U41HC6T,西安,西安京东天鸿科技有限公司,7,7,2019,2023,企业,否,否,P3-候选观察,建议补录进企业主表
中国长江三峡集团有限公司,91110000100015058K,武汉,中国长江三峡集团有限公司,7,6,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京淳一航空科技有限公司,91110105685141139W,北京,北京淳一航空科技有限公司,7,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
复亚智能技术发展(江苏)有限公司,91310110MA1G8PWH8G,南通,复亚智能技术发展(江苏)有限公司,7,6,2020,2023,企业,否,否,P3-候选观察,建议补录进企业主表
天津凤凰智能科技有限公司,91120116MA07FGJ18T,天津,天津曙光天成科技有限公司,7,6,2018,2019,企业,否,否,P3-候选观察,建议补录进企业主表
宁夏超高压电力工程有限公司,91641100750834864G,银川,宁夏超高压电力工程有限公司,7,6,2022,2024,企业,否,否,P3-候选观察,建议补录进企业主表
广西电网有限责任公司南宁供电局,91450000898221888C,南宁,广西电网有限责任公司南宁供电局,7,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
成都金支点科技有限公司,91510100MA61RU2U6P,成都,成都金支点科技有限公司,7,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
杭州云深处科技有限公司,91330106MA2AYE3K6X,杭州,杭州云深处科技有限公司,7,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
武汉道小飞科技有限公司,91420100MA4F0GGM3U,武汉,武汉道小飞科技有限公司,7,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
江苏讯汇科技股份有限公司,91320118780686460X,南京,江苏讯汇科技股份有限公司,7,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
河北通飞未来飞行器有限公司,91440404MABMGL933N,石家庄,河北通飞未来飞行器有限公司,7,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
泰州开泰电力设计有限公司,91321200733327545Q; 91321200834792016A; 91321200714193422X,泰州,泰州开泰电力设计有限公司; 国网江苏省电力有限公司泰州供电分公司; 江苏祥泰电力实业有限公司,7,6,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
浙江图盛输变电工程有限公司温州科技分公司,91330301MA2CTDM994,温州,浙江图盛输变电工程有限公司温州科技分公司,7,6,2021,2024,企业,否,否,P3-候选观察,建议补录进企业主表
浙江大华技术股份有限公司,91330000727215176K,杭州,浙江大华技术股份有限公司,7,6,2020,2024,企业,否,否,P3-候选观察,建议补录进企业主表
西安迈远科技有限公司,91610132MAB0YYY52E,西安,西安迈远科技有限公司,7,6,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中国第一汽车股份有限公司,91220101571145270J,长春,中国第一汽车股份有限公司,7,5,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
中煤航测遥感集团有限公司,91610138694937251B,西安,中煤航测遥感集团有限公司,7,5,2019,2024,企业,否,否,P3-候选观察,建议补录进企业主表
广西电网有限责任公司百色供电局,9145100077598982XU; 914400005645564342,百色,广西电网有限责任公司百色供电局; 南方电网科学研究院有限责任公司,7,5,2023,2024,企业,否,否,P3-候选观察,建议补录进企业主表
成都福瑞空天科技有限公司,91510100MA6C8DD43Q,成都,成都福瑞空天科技有限公司,7,5,2021,2023,企业,否,否,P3-候选观察,建议补录进企业主表
杭州海康威视数字技术股份有限公司,91330000733796106P,杭州,杭州海康威视数字技术股份有限公司,7,5,2018,2019,企业,否,否,P3-候选观察,建议补录进企业主表
